SystemCodeNumber,Timestamp,Occupancy,Capacity,OccupancyRate
Others-CCCPS105a,2016-10-17 09:01:00,749,2009,0.37282229965156793
Others-CCCPS119a,2016-10-17 09:01:00,302,2803,0.10774170531573314
BHMEURBRD01,2016-10-17 09:27:00,315,470,0.6702127659574468
Others-CCCPS8,2016-10-17 09:27:00,467,1322,0.35325264750378216
BHMMBMMBX01,2016-10-17 09:27:00,386,687,0.5618631732168851
Others-CCCPS98,2016-10-17 09:27:00,853,3103,0.2748952626490493
BHMNCPHST01,2016-10-17 09:27:00,440,1200,0.36666666666666664
Others-CCCPS119a,2016-10-17 09:27:00,343,2803,0.12236889047449162
BHMBCCMKT01,2016-10-17 09:27:00,76,577,0.1317157712305026
Others-CCCPS135a,2016-10-17 09:27:00,2156,3883,0.5552407932011332
Others-CCCPS202,2016-10-17 09:27:00,917,2937,0.3122233571671774
BHMNCPNST01,2016-10-17 09:27:00,286,485,0.5896907216494846
Others-CCCPS105a,2016-10-17 09:27:00,853,2009,0.42458934793429565
Shopping,2016-10-17 09:27:00,940,1920,0.4895833333333333
Broad Street,2016-10-17 09:27:00,469,690,0.6797101449275362
BHMBCCTHL01,2016-10-17 09:27:00,162,387,0.4186046511627907
Shopping,2016-10-17 10:04:00,1113,1920,0.5796875
Others-CCCPS119a,2016-10-17 10:04:00,390,2803,0.13913663931501963
BHMMBMMBX01,2016-10-17 10:04:00,445,687,0.6477438136826783
BHMEURBRD01,2016-10-17 10:04:00,380,470,0.8085106382978723
Others-CCCPS202,2016-10-17 10:04:00,1067,2937,0.36329588014981273
Others-CCCPS98,2016-10-17 10:04:00,951,3103,0.30647760232033516
Others-CCCPS135a,2016-10-17 10:04:00,2542,3883,0.6546484676796291
Broad Street,2016-10-17 10:04:00,561,690,0.8130434782608695
BHMBCCTHL01,2016-10-17 10:04:00,195,387,0.5038759689922481
BHMBCCMKT01,2016-10-17 10:04:00,112,577,0.19410745233968804
BHMNCPHST01,2016-10-17 10:04:00,568,1200,0.47333333333333333
Others-CCCPS105a,2016-10-17 10:04:00,981,2009,0.4883026381284221
BHMNCPNST01,2016-10-17 10:04:00,311,485,0.6412371134020619
Others-CCCPS8,2016-10-17 10:04:00,536,1322,0.405446293494705
BHMNCPHST01,2016-10-17 10:31:00,615,1200,0.5125
Broad Street,2016-10-17 10:31:00,593,690,0.8594202898550725
BHMBCCTHL01,2016-10-17 10:31:00,233,387,0.6020671834625323
Others-CCCPS105a,2016-10-17 10:31:00,1071,2009,0.5331010452961672
BHMMBMMBX01,2016-10-17 10:31:00,485,687,0.7059679767103348
BHMEURBRD01,2016-10-17 10:31:00,405,470,0.8617021276595744
BHMBCCMKT01,2016-10-17 10:31:00,119,577,0.20623916811091855
Shopping,2016-10-17 10:31:00,1182,1920,0.615625
Others-CCCPS135a,2016-10-17 10:31:00,2721,3883,0.7007468452227659
Others-CCCPS119a,2016-10-17 10:31:00,444,2803,0.15840171245094542
BHMNCPNST01,2016-10-17 10:31:00,312,485,0.643298969072165
Others-CCCPS98,2016-10-17 10:31:00,1008,3103,0.32484692233322593
Others-CCCPS202,2016-10-17 10:31:00,1138,2937,0.3874702076949268
Others-CCCPS8,2016-10-17 10:31:00,586,1322,0.443267776096823
Others-CCCPS8,2016-10-17 11:04:00,633,1322,0.47881996974281393
BHMNCPHST01,2016-10-17 11:04:00,663,1200,0.5525
BHMBCCMKT01,2016-10-17 11:04:00,144,577,0.24956672443674177
Others-CCCPS105a,2016-10-17 11:04:00,1146,2009,0.5704330512692882
BHMMBMMBX01,2016-10-17 11:04:00,513,687,0.7467248908296943
Others-CCCPS119a,2016-10-17 11:04:00,492,2803,0.17552622190510167
Others-CCCPS202,2016-10-17 11:04:00,1191,2937,0.40551583248212464
Others-CCCPS98,2016-10-17 11:04:00,1060,3103,0.34160489848533676
BHMNCPNST01,2016-10-17 11:04:00,317,485,0.6536082474226804
Shopping,2016-10-17 11:04:00,1248,1920,0.65
Broad Street,2016-10-17 11:04:00,612,690,0.8869565217391304
Others-CCCPS135a,2016-10-17 11:04:00,2846,3883,0.7329384496523307
BHMEURBRD01,2016-10-17 11:04:00,415,470,0.8829787234042553
BHMBCCTHL01,2016-10-17 11:04:00,262,387,0.6770025839793282
Others-CCCPS119a,2016-10-17 11:31:00,529,2803,0.18872636460934714
BHMEURBRD01,2016-10-17 11:31:00,434,470,0.9234042553191489
Others-CCCPS105a,2016-10-17 11:31:00,1190,2009,0.5923344947735192
Shopping,2016-10-17 11:31:00,1267,1920,0.6598958333333333
Others-CCCPS135a,2016-10-17 11:31:00,2884,3883,0.7427246973989183
Others-CCCPS202,2016-10-17 11:31:00,1234,2937,0.4201566224038134
BHMNCPNST01,2016-10-17 11:31:00,323,485,0.6659793814432989
BHMBCCMKT01,2016-10-17 11:31:00,153,577,0.2651646447140381
Broad Street,2016-10-17 11:31:00,635,690,0.9202898550724637
Others-CCCPS98,2016-10-17 11:31:00,1105,3103,0.3561069932323558
BHMBCCTHL01,2016-10-17 11:31:00,276,387,0.7131782945736435
BHMNCPHST01,2016-10-17 11:31:00,674,1200,0.5616666666666666
BHMMBMMBX01,2016-10-17 11:31:00,529,687,0.7700145560407569
Others-CCCPS8,2016-10-17 11:31:00,661,1322,0.5
BHMMBMMBX01,2016-10-17 12:04:00,540,687,0.7860262008733624
Broad Street,2016-10-17 12:04:00,657,690,0.9521739130434783
Others-CCCPS105a,2016-10-17 12:04:00,1208,2009,0.6012941762070682
BHMBCCTHL01,2016-10-17 12:04:00,276,387,0.7131782945736435
BHMEURBRD01,2016-10-17 12:04:00,451,470,0.9595744680851064
Shopping,2016-10-17 12:04:00,1285,1920,0.6692708333333334
Others-CCCPS135a,2016-10-17 12:04:00,2935,3883,0.7558588720061807
Others-CCCPS8,2016-10-17 12:04:00,668,1322,0.5052950075642966
Others-CCCPS202,2016-10-17 12:04:00,1259,2937,0.42866870956758596
BHMNCPNST01,2016-10-17 12:04:00,326,485,0.6721649484536083
Others-CCCPS119a,2016-10-17 12:04:00,552,2803,0.196931858722797
BHMBCCMKT01,2016-10-17 12:04:00,159,577,0.2755632582322357
Others-CCCPS98,2016-10-17 12:04:00,1142,3103,0.368030937802127
BHMNCPHST01,2016-10-17 12:04:00,683,1200,0.5691666666666667
Shopping,2016-10-17 12:31:00,1288,1920,0.6708333333333333
BHMMBMMBX01,2016-10-17 12:31:00,535,687,0.7787481804949054
BHMBCCTHL01,2016-10-17 12:31:00,274,387,0.7080103359173127
BHMBCCMKT01,2016-10-17 12:31:00,154,577,0.2668977469670711
Others-CCCPS119a,2016-10-17 12:31:00,566,2803,0.20192650731359257
BHMEURBRD01,2016-10-17 12:31:00,451,470,0.9595744680851064
Others-CCCPS135a,2016-10-17 12:31:00,2934,3883,0.7556013391707442
Others-CCCPS105a,2016-10-17 12:31:00,1220,2009,0.6072672971627675
Others-CCCPS8,2016-10-17 12:31:00,685,1322,0.5181543116490166
BHMNCPNST01,2016-10-17 12:31:00,333,485,0.6865979381443299
Others-CCCPS98,2016-10-17 12:31:00,1160,3103,0.37383177570093457
BHMNCPHST01,2016-10-17 12:31:00,685,1200,0.5708333333333333
Others-CCCPS202,2016-10-17 12:31:00,1267,2937,0.4313925774599932
Broad Street,2016-10-17 12:31:00,660,690,0.9565217391304348
Others-CCCPS98,2016-10-17 12:57:00,1172,3103,0.3776990009668063
BHMBCCMKT01,2016-10-17 12:57:00,154,577,0.2668977469670711
Shopping,2016-10-17 12:57:00,1292,1920,0.6729166666666667
Broad Street,2016-10-17 12:57:00,659,690,0.9550724637681159
BHMNCPNST01,2016-10-17 12:57:00,339,485,0.6989690721649484
BHMMBMMBX01,2016-10-17 12:57:00,539,687,0.784570596797671
Others-CCCPS8,2016-10-17 12:57:00,708,1322,0.5355521936459909
BHMBCCTHL01,2016-10-17 12:57:00,283,387,0.7312661498708011
Others-CCCPS135a,2016-10-17 12:57:00,2949,3883,0.759464331702292
Others-CCCPS202,2016-10-17 12:57:00,1281,2937,0.43615934627170583
Others-CCCPS119a,2016-10-17 12:57:00,577,2803,0.2058508740635034
BHMNCPHST01,2016-10-17 12:57:00,696,1200,0.58
Others-CCCPS105a,2016-10-17 12:57:00,1247,2009,0.6207068193130911
BHMEURBRD01,2016-10-17 12:57:00,451,470,0.9595744680851064
BHMBCCTHL01,2016-10-17 13:31:00,289,387,0.7467700258397932
BHMMBMMBX01,2016-10-17 13:31:00,547,687,0.7962154294032023
BHMBCCMKT01,2016-10-17 13:31:00,157,577,0.2720970537261698
Others-CCCPS105a,2016-10-17 13:31:00,1259,2009,0.6266799402687905
Others-CCCPS119a,2016-10-17 13:31:00,588,2803,0.2097752408134142
Shopping,2016-10-17 13:31:00,1278,1920,0.665625
Others-CCCPS202,2016-10-17 13:31:00,1292,2937,0.43990466462376576
BHMNCPHST01,2016-10-17 13:31:00,688,1200,0.5733333333333334
Others-CCCPS8,2016-10-17 13:31:00,712,1322,0.5385779122541604
Others-CCCPS135a,2016-10-17 13:31:00,2917,3883,0.7512232809683235
Broad Street,2016-10-17 13:31:00,658,690,0.9536231884057971
BHMEURBRD01,2016-10-17 13:31:00,450,470,0.9574468085106383
BHMNCPNST01,2016-10-17 13:31:00,345,485,0.711340206185567
Others-CCCPS98,2016-10-17 13:31:00,1191,3103,0.3838221076377699
Others-CCCPS202,2016-10-17 14:04:00,1288,2937,0.43854273067756216
BHMMBMMBX01,2016-10-17 14:04:00,557,687,0.8107714701601164
BHMEURBRD01,2016-10-17 14:04:00,442,470,0.9404255319148936
Others-CCCPS135a,2016-10-17 14:04:00,2881,3883,0.7419520988926088
Others-CCCPS8,2016-10-17 14:04:00,712,1322,0.5385779122541604
BHMBCCMKT01,2016-10-17 14:04:00,161,577,0.27902946273830154
Shopping,2016-10-17 14:04:00,1277,1920,0.6651041666666667
BHMNCPHST01,2016-10-17 14:04:00,684,1200,0.57
Broad Street,2016-10-17 14:04:00,652,690,0.9449275362318841
BHMBCCTHL01,2016-10-17 14:04:00,291,387,0.751937984496124
BHMNCPNST01,2016-10-17 14:04:00,345,485,0.711340206185567
Others-CCCPS119a,2016-10-17 14:04:00,594,2803,0.21191580449518374
Others-CCCPS105a,2016-10-17 14:04:00,1269,2009,0.6316575410652066
Others-CCCPS98,2016-10-17 14:04:00,1205,3103,0.3883338704479536
Broad Street,2016-10-17 14:31:00,646,690,0.936231884057971
Others-CCCPS135a,2016-10-17 14:31:00,2829,3883,0.7285603914499099
BHMEURBRD01,2016-10-17 14:31:00,439,470,0.9340425531914893
Shopping,2016-10-17 14:31:00,1274,1920,0.6635416666666667
Others-CCCPS8,2016-10-17 14:31:00,689,1322,0.5211800302571861
BHMMBMMBX01,2016-10-17 14:31:00,549,687,0.7991266375545851
Others-CCCPS105a,2016-10-17 14:31:00,1238,2009,0.6162269785963166
Others-CCCPS202,2016-10-17 14:31:00,1260,2937,0.4290091930541369
Others-CCCPS119a,2016-10-17 14:31:00,582,2803,0.20763467713164466
BHMNCPHST01,2016-10-17 14:31:00,686,1200,0.5716666666666667
BHMBCCMKT01,2016-10-17 14:31:00,147,577,0.25476603119584057
BHMNCPNST01,2016-10-17 14:31:00,337,485,0.6948453608247422
Others-CCCPS98,2016-10-17 14:31:00,1191,3103,0.3838221076377699
BHMBCCTHL01,2016-10-17 14:31:00,277,387,0.7157622739018088
Others-CCCPS202,2016-10-17 14:57:00,1231,2937,0.4191351719441607
Others-CCCPS119a,2016-10-17 14:57:00,558,2803,0.19907242240456655
BHMBCCTHL01,2016-10-17 14:57:00,268,387,0.6925064599483204
Others-CCCPS8,2016-10-17 14:57:00,678,1322,0.5128593040847201
Others-CCCPS135a,2016-10-17 14:57:00,2750,3883,0.7082152974504249
BHMNCPHST01,2016-10-17 14:57:00,662,1200,0.5516666666666666
Others-CCCPS105a,2016-10-17 14:57:00,1209,2009,0.6017919362867098
BHMEURBRD01,2016-10-17 14:57:00,423,470,0.9
BHMNCPNST01,2016-10-17 14:57:00,339,485,0.6989690721649484
Broad Street,2016-10-17 14:57:00,624,690,0.9043478260869565
BHMMBMMBX01,2016-10-17 14:57:00,531,687,0.7729257641921398
Shopping,2016-10-17 14:57:00,1242,1920,0.646875
BHMBCCMKT01,2016-10-17 14:57:00,133,577,0.23050259965337955
Others-CCCPS98,2016-10-17 14:57:00,1160,3103,0.37383177570093457
Broad Street,2016-10-17 15:31:00,603,690,0.8739130434782608
BHMNCPNST01,2016-10-17 15:31:00,334,485,0.688659793814433
Others-CCCPS119a,2016-10-17 15:31:00,553,2803,0.19728861933642525
Others-CCCPS135a,2016-10-17 15:31:00,2600,3883,0.6695853721349472
Others-CCCPS8,2016-10-17 15:31:00,655,1322,0.49546142208774585
BHMMBMMBX01,2016-10-17 15:31:00,520,687,0.7569141193595342
Shopping,2016-10-17 15:31:00,1174,1920,0.6114583333333333
Others-CCCPS105a,2016-10-17 15:31:00,1175,2009,0.584868093578895
Others-CCCPS98,2016-10-17 15:31:00,1148,3103,0.3699645504350628
BHMBCCTHL01,2016-10-17 15:31:00,259,387,0.6692506459948321
Others-CCCPS202,2016-10-17 15:31:00,1196,2937,0.40721824991487915
BHMNCPHST01,2016-10-17 15:31:00,622,1200,0.5183333333333333
BHMEURBRD01,2016-10-17 15:31:00,409,470,0.8702127659574468
BHMBCCMKT01,2016-10-17 15:31:00,121,577,0.2097053726169844
Others-CCCPS105a,2016-10-17 15:57:00,1124,2009,0.5594823295171727
Broad Street,2016-10-17 15:57:00,598,690,0.8666666666666667
BHMBCCTHL01,2016-10-17 15:57:00,251,387,0.648578811369509
BHMNCPHST01,2016-10-17 15:57:00,590,1200,0.49166666666666664
Others-CCCPS119a,2016-10-17 15:57:00,576,2803,0.20549411344987514
BHMBCCMKT01,2016-10-17 15:57:00,115,577,0.19930675909878684
Others-CCCPS135a,2016-10-17 15:57:00,2432,3883,0.6263198557816122
BHMNCPNST01,2016-10-17 15:57:00,336,485,0.6927835051546392
BHMEURBRD01,2016-10-17 15:57:00,403,470,0.8574468085106383
Others-CCCPS202,2016-10-17 15:57:00,1185,2937,0.4034729315628192
Shopping,2016-10-17 15:57:00,1097,1920,0.5713541666666667
Others-CCCPS98,2016-10-17 15:57:00,1146,3103,0.3693200128907509
Others-CCCPS8,2016-10-17 15:57:00,639,1322,0.4833585476550681
BHMMBMMBX01,2016-10-17 15:57:00,485,687,0.7059679767103348
BHMBCCTHL01,2016-10-17 16:28:00,234,387,0.6046511627906976
Others-CCCPS98,2016-10-17 16:28:00,1142,3103,0.368030937802127
Others-CCCPS119a,2016-10-17 16:28:00,600,2803,0.21405636817695325
Others-CCCPS202,2016-10-17 16:28:00,1102,2937,0.3752128021790943
Others-CCCPS105a,2016-10-17 16:28:00,1053,2009,0.5241413638626182
BHMBCCMKT01,2016-10-17 16:28:00,110,577,0.19064124783362218
Broad Street,2016-10-17 16:28:00,547,690,0.7927536231884058
Others-CCCPS135a,2016-10-17 16:28:00,2138,3883,0.5506052021632758
Shopping,2016-10-17 16:28:00,943,1920,0.49114583333333334
BHMMBMMBX01,2016-10-17 16:28:00,455,687,0.6622998544395924
BHMNCPNST01,2016-10-17 16:28:00,321,485,0.6618556701030928
Others-CCCPS8,2016-10-17 16:28:00,598,1322,0.4523449319213313
BHMNCPHST01,2016-10-17 16:28:00,510,1200,0.425
BHMEURBRD01,2016-10-17 16:28:00,367,470,0.7808510638297872
Others-CCCPS98,2016-10-18 08:01:00,684,3103,0.220431840154689
Shopping,2016-10-18 08:01:00,604,1920,0.3145833333333333
BHMNCPHST01,2016-10-18 08:01:00,247,1200,0.20583333333333334
Others-CCCPS105a,2016-10-18 08:01:00,763,2009,0.3797909407665505
Others-CCCPS135a,2016-10-18 08:01:00,1144,3883,0.29461756373937675
BHMBCCMKT01,2016-10-18 08:01:00,57,577,0.09878682842287695
BHMBCCTHL01,2016-10-18 08:01:00,154,387,0.3979328165374677
BHMNCPHST01,2016-10-18 08:01:00,247,1200,0.20583333333333334
Others-CCCPS202,2016-10-18 08:01:00,647,2937,0.22029281579843377
Others-CCCPS119a,2016-10-18 08:01:00,246,2803,0.08776311095255084
BHMNCPHST01,2016-10-18 08:01:00,247,1200,0.20583333333333334
BHMMBMMBX01,2016-10-18 08:01:00,297,687,0.43231441048034935
Broad Street,2016-10-18 08:01:00,198,690,0.28695652173913044
BHMNCPNST01,2016-10-18 08:01:00,295,485,0.6082474226804123
Others-CCCPS8,2016-10-18 08:01:00,466,1322,0.3524962178517398
BHMEURBRD01,2016-10-18 08:01:00,138,470,0.2936170212765957
Others-CCCPS98,2016-10-18 08:28:00,754,3103,0.24299065420560748
BHMMBMMBX01,2016-10-18 08:28:00,328,687,0.4774381368267831
Broad Street,2016-10-18 08:28:00,295,690,0.427536231884058
Shopping,2016-10-18 08:28:00,733,1920,0.38177083333333334
BHMNCPHST01,2016-10-18 08:28:00,323,1200,0.26916666666666667
Others-CCCPS202,2016-10-18 08:28:00,778,2937,0.264896152536602
Others-CCCPS105a,2016-10-18 08:28:00,830,2009,0.4131408661025386
Others-CCCPS8,2016-10-18 08:28:00,502,1322,0.37972768532526474
BHMBCCMKT01,2016-10-18 08:28:00,60,577,0.10398613518197573
BHMBCCTHL01,2016-10-18 08:28:00,176,387,0.45478036175710596
Others-CCCPS119a,2016-10-18 08:28:00,295,2803,0.10524438102033536
BHMEURBRD01,2016-10-18 08:28:00,207,470,0.44042553191489364
BHMNCPNST01,2016-10-18 08:28:00,307,485,0.6329896907216495
Others-CCCPS135a,2016-10-18 08:28:00,1506,3883,0.3878444501673963
BHMNCPNST01,2016-10-18 08:54:00,318,485,0.6556701030927835
BHMBCCTHL01,2016-10-18 09:01:00,203,387,0.524547803617571
BHMNCPHST01,2016-10-18 09:01:00,437,1200,0.3641666666666667
Others-CCCPS119a,2016-10-18 09:01:00,383,2803,0.13663931501962184
BHMBCCMKT01,2016-10-18 09:01:00,72,577,0.12478336221837089
Shopping,2016-10-18 09:01:00,925,1920,0.4817708333333333
BHMMBMMBX01,2016-10-18 09:01:00,374,687,0.5443959243085881
Broad Street,2016-10-18 09:01:00,444,690,0.6434782608695652
Others-CCCPS8,2016-10-18 09:01:00,549,1322,0.4152798789712557
Others-CCCPS98,2016-10-18 09:01:00,875,3103,0.28198517563648084
BHMEURBRD01,2016-10-18 09:01:00,302,470,0.6425531914893617
Others-CCCPS105a,2016-10-18 09:01:00,923,2009,0.4594325535092086
Others-CCCPS202,2016-10-18 09:01:00,968,2937,0.3295880149812734
Others-CCCPS135a,2016-10-18 09:01:00,2041,3883,0.5256245171259336
Others-CCCPS105a,2016-10-18 09:28:00,1032,2009,0.5136884021901443
Others-CCCPS98,2016-10-18 09:28:00,984,3103,0.31711247180148244
BHMNCPNST01,2016-10-18 09:28:00,337,485,0.6948453608247422
BHMBCCTHL01,2016-10-18 09:28:00,231,387,0.5968992248062015
BHMMBMMBX01,2016-10-18 09:28:00,429,687,0.6244541484716157
BHMBCCMKT01,2016-10-18 09:28:00,91,577,0.15771230502599654
Shopping,2016-10-18 09:28:00,1092,1920,0.56875
Broad Street,2016-10-18 09:28:00,510,690,0.7391304347826086
Others-CCCPS8,2016-10-18 09:28:00,603,1322,0.45612708018154313
Others-CCCPS135a,2016-10-18 09:28:00,2436,3883,0.6273499871233582
BHMEURBRD01,2016-10-18 09:28:00,346,470,0.7361702127659574
Others-CCCPS202,2016-10-18 09:28:00,1078,2937,0.36704119850187267
BHMNCPHST01,2016-10-18 09:28:00,561,1200,0.4675
Others-CCCPS119a,2016-10-18 09:28:00,449,2803,0.1601855155190867
BHMMBMMBX01,2016-10-18 10:01:00,494,687,0.7190684133915575
BHMNCPHST01,2016-10-18 10:01:00,679,1200,0.5658333333333333
Shopping,2016-10-18 10:01:00,1244,1920,0.6479166666666667
Broad Street,2016-10-18 10:01:00,607,690,0.8797101449275362
BHMNCPNST01,2016-10-18 10:01:00,367,485,0.756701030927835
BHMBCCMKT01,2016-10-18 10:01:00,145,577,0.2512998266897747
BHMEURBRD01,2016-10-18 10:01:00,414,470,0.8808510638297873
Others-CCCPS202,2016-10-18 10:01:00,1257,2937,0.4279877425944842
Others-CCCPS98,2016-10-18 10:01:00,1106,3103,0.35642926200451175
Others-CCCPS105a,2016-10-18 10:01:00,1183,2009,0.5888501742160279
Others-CCCPS135a,2016-10-18 10:01:00,2765,3883,0.7120782899819728
Others-CCCPS8,2016-10-18 10:01:00,689,1322,0.5211800302571861
Others-CCCPS119a,2016-10-18 10:01:00,528,2803,0.18836960399571887
BHMBCCTHL01,2016-10-18 10:01:00,283,387,0.7312661498708011
BHMEURBRD01,2016-10-18 10:28:00,431,470,0.9170212765957447
Broad Street,2016-10-18 10:28:00,629,690,0.9115942028985508
BHMNCPHST01,2016-10-18 10:28:00,727,1200,0.6058333333333333
Others-CCCPS105a,2016-10-18 10:28:00,1282,2009,0.6381284221005475
BHMNCPNST01,2016-10-18 10:28:00,388,485,0.8
Others-CCCPS135a,2016-10-18 10:28:00,2944,3883,0.7581766675251095
BHMMBMMBX01,2016-10-18 10:28:00,535,687,0.7787481804949054
Others-CCCPS98,2016-10-18 10:28:00,1185,3103,0.381888495004834
Others-CCCPS202,2016-10-18 10:28:00,1326,2937,0.4514811031664964
BHMBCCMKT01,2016-10-18 10:28:00,178,577,0.30849220103986136
Shopping,2016-10-18 10:28:00,1318,1920,0.6864583333333333
BHMBCCTHL01,2016-10-18 10:28:00,309,387,0.7984496124031008
Others-CCCPS8,2016-10-18 10:28:00,747,1322,0.5650529500756429
Others-CCCPS119a,2016-10-18 10:28:00,571,2803,0.20371031038173384
BHMEURBRD01,2016-10-18 11:01:00,445,470,0.9468085106382979
BHMBCCMKT01,2016-10-18 11:01:00,220,577,0.38128249566724437
BHMNCPNST01,2016-10-18 11:01:00,391,485,0.8061855670103093
Shopping,2016-10-18 11:01:00,1370,1920,0.7135416666666666
Broad Street,2016-10-18 11:01:00,657,690,0.9521739130434783
Others-CCCPS98,2016-10-18 11:01:00,1247,3103,0.40186915887850466
Others-CCCPS119a,2016-10-18 11:01:00,620,2803,0.22119158044951837
BHMBCCTHL01,2016-10-18 11:01:00,334,387,0.8630490956072352
Others-CCCPS8,2016-10-18 11:01:00,782,1322,0.5915279878971256
BHMMBMMBX01,2016-10-18 11:01:00,570,687,0.8296943231441049
Others-CCCPS202,2016-10-18 11:01:00,1378,2937,0.46918624446714335
Others-CCCPS135a,2016-10-18 11:01:00,3082,3883,0.7937161988153489
BHMNCPHST01,2016-10-18 11:01:00,754,1200,0.6283333333333333
Others-CCCPS105a,2016-10-18 11:01:00,1352,2009,0.6729716276754605
BHMNCPNST01,2016-10-18 11:21:00,391,485,0.8061855670103093
BHMBCCMKT01,2016-10-18 11:27:00,228,577,0.3951473136915078
Broad Street,2016-10-18 11:27:00,673,690,0.9753623188405797
Others-CCCPS98,2016-10-18 11:27:00,1274,3103,0.4105704157267161
BHMNCPHST01,2016-10-18 11:27:00,741,1200,0.6175
Shopping,2016-10-18 11:27:00,1361,1920,0.7088541666666667
BHMMBMMBX01,2016-10-18 11:27:00,578,687,0.8413391557496361
Others-CCCPS135a,2016-10-18 11:27:00,3077,3883,0.7924285346381663
Others-CCCPS119a,2016-10-18 11:27:00,640,2803,0.22832679272208348
BHMEURBRD01,2016-10-18 11:27:00,453,470,0.9638297872340426
Others-CCCPS105a,2016-10-18 11:27:00,1368,2009,0.6809357889497263
BHMBCCTHL01,2016-10-18 11:27:00,334,387,0.8630490956072352
Others-CCCPS8,2016-10-18 11:27:00,790,1322,0.5975794251134644
Others-CCCPS202,2016-10-18 11:27:00,1397,2937,0.4756554307116105
Broad Street,2016-10-18 12:01:00,685,690,0.9927536231884058
Others-CCCPS98,2016-10-18 12:01:00,1304,3103,0.42023847889139543
BHMBCCTHL01,2016-10-18 12:01:00,336,387,0.8682170542635659
BHMEURBRD01,2016-10-18 12:01:00,467,470,0.9936170212765958
Shopping,2016-10-18 12:01:00,1397,1920,0.7276041666666667
BHMBCCMKT01,2016-10-18 12:01:00,231,577,0.4003466204506066
BHMNCPNST01,2016-10-18 12:01:00,384,485,0.7917525773195876
Others-CCCPS8,2016-10-18 12:01:00,793,1322,0.5998487140695915
Others-CCCPS119a,2016-10-18 12:01:00,660,2803,0.2354620049946486
Others-CCCPS202,2016-10-18 12:01:00,1406,2937,0.4787197820905686
BHMMBMMBX01,2016-10-18 12:01:00,596,687,0.8675400291120815
Others-CCCPS135a,2016-10-18 12:01:00,3099,3883,0.7980942570177698
BHMNCPHST01,2016-10-18 12:01:00,767,1200,0.6391666666666667
Others-CCCPS105a,2016-10-18 12:01:00,1389,2009,0.6913887506222001
Others-CCCPS202,2016-10-18 12:27:00,1404,2937,0.4780388151174668
BHMNCPNST01,2016-10-18 12:27:00,389,485,0.8020618556701031
Others-CCCPS8,2016-10-18 12:27:00,805,1322,0.6089258698940998
BHMEURBRD01,2016-10-18 12:27:00,459,470,0.9765957446808511
Others-CCCPS98,2016-10-18 12:27:00,1323,3103,0.426361585562359
Broad Street,2016-10-18 12:27:00,679,690,0.9840579710144928
BHMNCPHST01,2016-10-18 12:27:00,776,1200,0.6466666666666666
Others-CCCPS135a,2016-10-18 12:27:00,3116,3883,0.8024723152201906
BHMMBMMBX01,2016-10-18 12:27:00,592,687,0.8617176128093159
Shopping,2016-10-18 12:27:00,1409,1920,0.7338541666666667
BHMBCCMKT01,2016-10-18 12:27:00,224,577,0.3882149046793761
Others-CCCPS119a,2016-10-18 12:27:00,678,2803,0.24188369603995719
BHMBCCTHL01,2016-10-18 12:27:00,336,387,0.8682170542635659
Others-CCCPS105a,2016-10-18 12:27:00,1397,2009,0.695370831259333
Others-CCCPS98,2016-10-18 13:01:00,1340,3103,0.43184015468901066
BHMBCCTHL01,2016-10-18 13:01:00,339,387,0.875968992248062
Others-CCCPS119a,2016-10-18 13:01:00,683,2803,0.24366749910809846
BHMMBMMBX01,2016-10-18 13:01:00,608,687,0.8850072780203785
BHMNCPNST01,2016-10-18 13:01:00,388,485,0.8
Others-CCCPS202,2016-10-18 13:01:00,1409,2937,0.47974123255022133
Others-CCCPS135a,2016-10-18 13:01:00,3131,3883,0.8063353077517383
BHMEURBRD01,2016-10-18 13:01:00,461,470,0.9808510638297873
Broad Street,2016-10-18 13:01:00,680,690,0.9855072463768116
Others-CCCPS105a,2016-10-18 13:01:00,1414,2009,0.7038327526132404
BHMNCPHST01,2016-10-18 13:01:00,779,1200,0.6491666666666667
BHMBCCMKT01,2016-10-18 13:01:00,237,577,0.41074523396880414
Shopping,2016-10-18 13:01:00,1409,1920,0.7338541666666667
Others-CCCPS8,2016-10-18 13:01:00,806,1322,0.6096822995461422
BHMNCPNST01,2016-10-18 13:28:00,384,485,0.7917525773195876
BHMBCCTHL01,2016-10-18 13:28:00,339,387,0.875968992248062
BHMNCPHST01,2016-10-18 13:28:00,774,1200,0.645
BHMEURBRD01,2016-10-18 13:28:00,465,470,0.9893617021276596
Shopping,2016-10-18 13:28:00,1405,1920,0.7317708333333334
BHMMBMMBX01,2016-10-18 13:28:00,616,687,0.8966521106259098
BHMBCCMKT01,2016-10-18 13:28:00,227,577,0.3934142114384749
Others-CCCPS8,2016-10-18 13:28:00,797,1322,0.602874432677761
Others-CCCPS98,2016-10-18 13:28:00,1342,3103,0.4324846922333226
Others-CCCPS202,2016-10-18 13:28:00,1405,2937,0.4783792986040177
Others-CCCPS135a,2016-10-18 13:28:00,3119,3883,0.8032449137265001
Broad Street,2016-10-18 13:28:00,682,690,0.9884057971014493
Others-CCCPS105a,2016-10-18 13:28:00,1413,2009,0.7033349925335988
Others-CCCPS119a,2016-10-18 13:28:00,681,2803,0.24295397788084194
Others-CCCPS135a,2016-10-18 13:54:00,3101,3883,0.7986093226886428
